Tyrion-Lannister,Jon-Snow,Cersei-Lannister,Joffrey-Baratheon,Eddard-Stark,Daenerys-Targaryen,Jaime-Lannister,Sansa-Stark,Bran-Stark,Robert-Baratheon,Arya-Stark,Robb-Stark,Stannis-Baratheon,Catelyn-Stark,Samwell-Tarly,Theon-Greyjoy,Petyr-Baelish,Tywin-Lannister,Renly-Baratheon,Varys,Tommen-Baratheon,Sandor-Clegane,Brienne-of-Tarth,Jeor-Mormont,Davos-Seaworth,Barristan-Selmy,Margaery-Tyrell,Gregor-Clegane,Jorah-Mormont,Aemon-Targaryen-(Maester-Aemon),Mance-Rayder,Hodor,Luwin,Pycelle,Rickon-Stark,Lysa-Arryn,Loras-Tyrell,Melisandre,Bronn,Drogo,Meryn-Trant,Hizdahr-zo-Loraq,Edmure-Tully,Meera-Reed,Ilyn-Payne,Grenn,Myrcella-Baratheon,Jojen-Reed,Rodrik-Cassel,Quentyn-Martell,Ramsay-Snow,Gendry,Asha-Greyjoy,Pypar,Roose-Bolton,Irri,Osmund-Kettleblack,Gilly,Victarion-Greyjoy,Selyse-Florent,Doran-Martell,Mace-Tyrell,Rhaegar-Targaryen,Jon-Arryn,Daario-Naharis,Janos-Slynt,Kevan-Lannister,Hot-Pie,Craster,Oberyn-Martell,Arianne-Martell,Bowen-Marsh,Brynden-Tully,Aerys-II-Targaryen,Jhiqui,Tormund,Walder-Frey,Rafford,Jon-Connington,Viserys-Targaryen,Beric-Dondarrion,Qhorin-Halfhand,Ygritte,Alliser-Thorne,Podrick-Payne,Euron-Greyjoy,Lem,Dunsen,Eddison-Tollett,Belwas,Jory-Cassel,Aeron-Greyjoy,Polliver,Robert-Arryn,Balon-Greyjoy,Boros-Blount,Lancel-Lannister,Shae,Mordane,Tickler,Illyrio-Mopatis,Aegon-Targaryen-(son-of-Rhaegar),Haldon,Skahaz-mo-Kandaq,Jhogo,Rattleshirt,Qyburn,Benjen-Stark,Val,Missandei,Yoren,Areo-Hotah,Osha,Thoros-of-Myr,Wyman-Manderly,Aggo,Jeyne-Poole,Amory-Lorch,Taena-of-Myr,Dontos-Hollard,Jon-Umber-(Greatjon),Gyles-Rosby,Rolly-Duckfield,Satin,Gerris-Drinkwater,Lommy-Greenhands,Styr,Axell-Florent,Balon-Swann,Penny,Nan,Arstan,Hoster-Tully,Rickard-Karstark,Clydas,Cleos-Frey,Donal-Noye,Osney-Kettleblack,Rakharo,Tom-of-Sevenstreams,Cressen,Anguy,Othell-Yarwyck,Pylos,Rorge,Arys-Oakheart,High-Sparrow,Salladhor-Saan,Vargo-Hoat,Harwin,Shagga,Cotter-Pyke,Jarl,Obara-Sand,Qotho,Shireen-Baratheon,Randyll-Tarly,Mirri-Maz-Duur,Mycah,Yandry,Jaqen-Hghar,Marillion,Ryman-Frey,Ben-Plumm,Garin-(orphan),Halder,Hareth-(Moles-Town),Denys-Mallister,Grey-Worm,Hyle-Hunt,Nestor-Royce,Galazza-Galare,Mandon-Moore,Tyene-Sand,Addam-Marbrand,Chiswyck,Elia-Martell,Thoren-Smallwood,Brandon-Stark,Devan-Seaworth,Dywen,Jacelyn-Bywater,Olenna-Redwyne,Owen,Chett,Doreah,Lemore,Dareon,Walder-Frey-(son-of-Merrett),Dalla,Lollys-Stokeworth,Lothar-Frey,Hobb,Jeyne-Westerling,Megga-Tyrell,Reznak-mo-Reznak,Weese,Alleras,Tanda-Stokeworth,Yezzan-zo-Qaggaz,Biter,Meribald,Pate-(novice),Hallis-Mollen,Mully,Ysilla,Elmar-Frey,Haggo,Tattered-Prince,Anya-Waynwood,Edric-Storm,Elinor-Tyrell,Emmon-Frey,Garlan-Tyrell,Greenbeard,Small-Paul,Alla-Tyrell,Archibald-Yronwood,Meris,Orton-Merryweather,Roslin-Frey,Syrio-Forel,Unella,Harys-Swyft,Tomard,Xaro-Xhoan-Daxos,Aegon-I-Targaryen,Alester-Florent,Dorcas,Todder,Justin-Massey,Lyanna-Stark,Nymeria-Sand,Yohn-Royce,Cortnay-Penrose,Dick-Crabb,Harma,Moqorro,Varamyr,Andrey-Dalt,Aurane-Waters,Barbrey-Dustin,Leathers,Vardis-Egen,Willas-Tyrell,Moon-Boy,Mathis-Rowan,Emmett,Falyse-Stokeworth,Galbart-Glover,Gerold-Dayne,Gerold-Hightower,Groleo,Mya-Stone,Paxter-Redwyne,Shagwell,Sour-Alyn,Walton,Waymar-Royce,Sylva-Santagar,Waif,Alyn,Marq-Piper,Wex-Pyke,Harry-Strickland,Jocelyn-Swyft,Lorren,Colemon,Desmond-Grell,Jaremy-Rykker,Kindly-Man,Lark,Lothor-Brune,Rodrik-Harlaw,Will-(prologue),Cohollo,Gared,Godry-Farring,Kegs,Ryk,Timett,Alysane-Mormont,Donella-Hornwood,Khrazz,Maddy,Nurse,Vayon-Poole,Wendel-Manderly,Willis-Wode,Wun-Weg-Wun-Dar-Wun,Caleotte,Creighton-Longbough,Lyle-Crakehall,Maege-Mormont,Rowan,Scolera,Weasel,Damon-Dance-for-Me,Ebben,Moelle,Rast,Spotted-Cat,Stonesnake,Walder-Frey-(son-of-Jammos),Edwyn-Frey,Mikken,Osfryd-Kettleblack,Skinner,Tansy,Alys-Karstark,Arthur-Dayne,Balman-Byrch,Caggo,Ellaria-Sand,Hero,High-Septon-(Tyrions),Leo-Tyrell,Mero,Narbert-Grandison,Nute,Pyat-Pree,Robett-Glover,Tristifer-Botley,Tysha,Walder-Rivers,Weeper,Armen,Ballabar,Blue-Bard,Cletus-Yronwood,Dagmer,Holly,Illifer,Josmyn-Peckledon,Patchface,Spare-Boot,Symond-Templeton,Vyman,Cellador,Gilwood-Hunter,Goghor-the-Giant,Maegor-I-Targaryen,Pia,Pyg,Timeon,Tycho-Nestoris,Xhondo,Benedar-Belmore,Bryce-Caron,Cleon,Gretchel,Hagen,Horton-Redfort,Qezza,Quaro,Amerei-Frey,Arnolf-Karstark,Coldhands,Conn,Hullen,Mollander,Mord,Patrek-of-Kings-Mountain,Roone,Squirrel,Aenys-Frey,Alebelly,Jack-Bulwer,Kraznys-mo-Nakloz,Lamprey,Malegorn,Stevron-Frey,Sybell-Spicer,Tallad,Tytos-Blackwood,Aegon-Frey-(son-of-Stevron),Bedwyck,Belaquo,Benerro,Daven-Lannister,Ogo,Toregg,Woth,Brynden-Rivers,Grimtongue,Hosteen-Frey,Lyn-Corbray,Mors-Umber,Sigorn,Sweets,Trystane-Martell,Alayaya,Bannen,Benfred-Tallhart,Brusco,Cayn,Chella,Chiggen,Harren-Hoare,Hother-Umber,Hotho-Harlaw,Jalabhar-Xho,Olyvar-Frey,Qarl-the-Maid,Qavo-Nogarys,Raynald-Westerling,Tybero-Istarion,Baelor-Blacktyde,Brea,Brus-Buckler,Clayton-Suggs,Genna-Lannister,Grigg,Karyl-Vance,Kojja-Mo,Melara-Hetherspoon,Ottyn-Wythers,Sharna,Utherydes-Wayn,Willem-Lannister,Wyl-(guard),Yellow-Dick,Arron,Baelor-I-Targaryen,Bloodbeard,Emmon-Cuy,Errok,Jarman-Buckwell,Murenmure,Narbert,Pono,Porridge,Robert-Strong,Stafford-Lannister,Zollo,Aggar,Allard-Seaworth,Cedra,Dalbridge,Ghael,Gorold-Goodbrother,Grunt,Harrold-Hardyng,Helman-Tallhart,Hop-Robin,Myles-Toyne,Myranda-Royce,Robar-Royce,Symon-Silver-Tongue,Walgrave,Brella,Cley-Cerwyn,Emrick,Grazhar,Guyard-Morrigen,High-Septon-(fat_one),Jason-Mallister,Jonos-Bracken,Kerwin,Lewyn-Martell,Marwyn,Oznak-zo-Pahl,Raymun-Darry,Red-Oarsman,Robin-Ryger,Scar,Senelle,Terrance-Lynderly,Albett,Andrew-Estermont,Beth-Cassel,Dacey-Mormont,Denyo-Terys,Elder-Brother,Florian-the-Fool,Garth-Greyfeather,Hairy-Hal,Jyck,Khorane-Sathmantes,Leaf,Leobald-Tallhart,Mariya-Darry,Monford-Velaryon,Quaithe,Rodrik-Sparr,Torrhen-Karstark,Urswyck,Amabel,Butterbumps,Chataya,Cutjack,Dirk,Dolf,Dunstan-Drumm,Franklyn-Flowers,Horas-Redwyne,Joramun,Meldred-Merlyn,Miklaz,Morrec,Nyessos-Vhassar,Richard-Horpe,Rory,Stygg,Talbert-Serry,Wick-Whittlestick,Ben-Bones,Clubfoot-Karl,Colen-of-Greenpools,Danwell-Frey,Eon-Hunter,Frenya,Fulk,Godric-Borrell,Hayhead,Jared-Frey,Jon-Umber-(Smalljon),Kasporio,Lambert-Turnberry,Mag-Mar-Tun-Doh-Weg,Meralyn,Orell,Oswell-Kettleblack,Oswell-Whent,Perwyn-Frey,Prendahl-na-Ghezn,Robin-Flint,Rosey,Sallor,Squint,Steelskin,Vylarr,Cromm,Dick-Follard,Eroeh,Gariss,Gerrick-Kingsblood,Gyles-Grafton,Haggon,Hallyne,Heward,Jonquil,Koss,Maggy,Marlon-Manderly,Marya-Seaworth,Mellei,Morra,Petyr-Frey,Quhuru-Mo,Roger-Ryswell,Symon-Stripeback,Talea,Ternesio-Terys,Willow-Heddle,Allar-Deem,Alys-Arryn,Anders-Yronwood,Benethon-Scales,Chayle,Clement-Piper,Desmond,Dick-Straw,Garth-(Wolfs-Den),Guncer-Sunglass,Gunthor-son-of-Gurn,Gynir,Harra,Hobber-Redwyne,Humfrey-Hewett,Husband,Joseth,Leona-Woolfield,Lyonel-Corbray,Malaquo-Maegyr,Marselen,Mezzara,Quellon-Greyjoy,Ralf-(Limper),Ravella-Swann,Raynard,Reek,Rhaenys-Targaryen,Ricasso,Rickard-Stark,Rollam-Westerling,Ronnet-Connington,Shadrich,Sigfryd-Harlaw,Smiling-Knight,Stiv,Theobald,Thistle,Tobho-Mott,Walda-Frey-(daughter-of-Merrett),Willam-Dustin,Aegon-V-Targaryen,Alerie-Hightower,Azor-Ahai,Big-Boil,Brandon-Norrey,Daemon-Sand,Daeron-II-Targaryen,Daryn-Hornwood,Drennan,Eldon-Estermont,Farlen,Forley-Prester,Gawen-Westerling,Gendel,Gormond-Goodbrother,Gorne,Howland-Reed,Jommo,Jonothor-Darry,Kedry,Lucas-Codd,Martyn-Lannister,Merrett-Frey,Palla,Preston-Greenfield,Puckens,Ralf-Stonehouse,Rennifer-Longwaters,Rhaegar-Frey,Rhaella-Targaryen,Steffon-Baratheon,Sybelle-Glover,Theomore,Tion-Frey,Torrhen-Stark,Umma,Urzen,Visenya-Targaryen,Werlag,Wylis-Manderly,Yorko-Terys,Ardrian-Celtigar,Bael-the-Bard,Bump,Coratt,Harwood-Stout,Jack-Be-Lucky,Joss,Kurleket,Marghaz-zo-Loraq,Masha-Heddle,Murch,Othor,Rhaegel-Targaryen,Rhaego,Rolph-Spicer,Rus,Barsena,Bartimus,Bonifer-Hasty,Captain-Myraham,Clarence-Crabb,Denys-Darklyn,Dobber,Elys-Waynwood,Emmond,Fogo,Frenken,Greydon-Goodbrother,Hake,Hoster-Blackwood,Jacks,Jeyne-Farman,Jeyne-Heddle,Joanna-Lannister,Kurz,Kyra,Lanna-(Happy-Port),Leo-Lefford,Mad-Huntsman,Mallador-Locke,Manfrey-Martell,Mebble,Morgo,Munda,Pate-(Old),Pate-(whipping-boy),Porther,Quill,Rhaenys-Targaryen-(daughter-of-Rhaegar),Rossart,Selwyn-Tarth,Shrouded-Lord,Tom-Barleycorn,Torbert,Tregar,Ulf-son-of-Umar,Varly,Willow-Witch-eye,Yurkhaz-zo-Yunzak,Aemon-Targaryen-(Dragonknight),Aerys-I-Targaryen,Aron-Santagar,Arson,Arthor-Karstark,Arwyn-Oakheart,Ashara-Dayne,Bellegere-Otherys,Black-Balaq,Blane,Brenett,Byam-Flint,Camarron,Captain-Myraham-Daughter,Cedric-Payne,Corliss-Penny,Daeron-I-Targaryen,Dancy,Denzo-Dhan,Donnel-Waynwood,Draqaz,Dryn,Elbert-Arryn,Eustace-Brune,Ezzara,Franklyn-Fowler,Galyeon-of-Cuy,Garrett-Paege,Garth-Tyrell,Gelmarr,Gerald-Gower,Gerold-Grafton,Gormon-Tyrell,Grazdan-mo-Eraz,Grisel,Hali,Halys-Hornwood,Harl,Harras-Harlaw,Hugh,Hugh-Hungerford,Hugo-Vance,Imry-Florent,Jaehaerys-I-Targaryen,Jafer-Flowers,Jon-Fossoway,Joy-Hill,Kella,Larraq,Leonette-Fossoway,Lewys-Piper,Longwater-Pyke,Lorent-Caswell,Lucifer-Long,Luton,Lyanna-Mormont,Lynesse-Hightower,Lysono-Maar,Maekar-I-Targaryen,Mark-Mullendore,Maron-Greyjoy,Martyn-Rivers,Matthar,Matthos-Seaworth,Merrit,Moreo-Tumitis,Mychel-Redfort,Nage,Old-Bill-Bone,Owen-Merryweather,Poxy-Tym,Praed,Ragwyle,Raymun-Redbeard,Rolfe-the-Dwarf,Roose-Ryswell,Rugen,Sarella-Sand,Sawane-Botley,Shadd,Shitmouth,Shortear,Simon-Toyne,Softfoot,Soren-Shieldbreaker,Steffon-Varner,Tarber,Timoth,Torghen-Flint,Torgon-Greyiron,Torwold-Browntooth,Tristifer-IV-Mudd,Ulmer,Watt,Widower,William-Foxglove,Wulfe,Wylla,Wynton-Stout,Zei
0,56,209,219,40,17,113,118,31,42,11,44,52,69,0,3,71,117,23,107,26,25,7,27,0,3,10,30,27,0,0,0,10,33,4,36,21,0,137,0,12,0,0,0,6,0,21,0,10,0,0,0,0,0,6,0,18,0,0,0,13,18,0,8,0,31,30,0,0,41,0,0,4,9,0,0,0,0,37,4,0,0,0,15,40,0,0,0,0,0,0,0,0,9,0,14,18,68,0,0,30,23,54,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,3,14,0,3,20,0,0,0,0,0,15,59,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,15,0,10,0,4,0,0,0,0,0,0,0,0,19,0,7,0,6,0,0,0,0,16,3,0,0,0,16,0,0,0,8,0,0,0,0,0,0,0,9,17,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,11,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,8,5,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,0,7,14,65,0,3,11,90,29,71,91,91,14,228,16,0,0,0,0,0,0,0,174,0,0,0,0,0,110,112,0,10,0,16,0,0,57,0,0,0,0,0,0,0,64,0,0,3,0,0,0,0,77,0,0,0,33,0,38,0,0,0,0,0,26,0,0,36,0,0,60,0,0,0,73,0,0,0,0,0,73,80,63,0,0,0,0,41,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,53,0,48,48,0,6,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,40,4,0,0,4,0,0,0,30,0,47,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,21,0,0,4,0,0,0,0,0,0,0,0,0,26,18,4,0,0,0,0,0,0,0,0,0,4,0,5,13,0,0,17,9,0,0,6,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,7,0,7,0,0,0,18,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,10,0,8,0,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
209,7,0,173,91,3,130,95,6,134,25,15,42,30,0,0,27,57,12,53,111,19,8,0,0,17,79,21,0,0,0,0,0,34,0,9,24,0,23,0,46,0,0,0,34,0,19,0,0,0,0,0,0,0,0,0,37,0,0,0,3,26,8,7,0,13,24,0,0,9,0,0,0,3,0,0,5,16,0,0,0,0,0,0,0,0,0,16,0,0,5,0,9,0,0,23,38,9,3,11,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,0,4,46,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,30,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,4,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,13,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,7,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,14,173,0,41,0,45,222,6,64,53,49,45,11,0,0,39,37,25,37,77,71,4,0,10,13,56,12,0,0,5,0,0,19,0,0,18,4,12,0,34,0,0,0,26,0,30,0,9,0,0,0,0,0,0,0,18,0,0,3,0,17,0,0,0,14,11,0,0,8,0,0,0,6,0,0,0,9,0,0,3,0,0,4,0,0,0,9,0,0,0,0,9,0,0,14,4,3,9,10,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,7,0,22,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
